output_name,description,source_xlsx
kb_keypad_8,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_9,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_0,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_dot,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_non_us_backslash_and_pipe,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_power,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_equal_sign,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_f13,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_f14,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_f15,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_f16,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_f17,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_f18,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_f19,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_f20,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_f21,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_f22,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_f23,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_f24,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_execute,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_help,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_manu,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_select,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_stop,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_again,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_undo,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_cut,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_copy,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_paste,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_find,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_mute,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_volume_up,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_volume_down,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_locking_caps_lock,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_locking_num_lock,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_lockingroll_lock,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_comma,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_equal_sign,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_international1,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_international2,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_international3,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_international4,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_international5,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_international6,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_international7,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_international8,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_international9,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_lang1,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_lang2,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_lang3,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_lang4,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_lang5,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_lang6,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_lang7,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_lang8,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_lang9,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_alternate_erase,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_sisreq,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_cancel,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_clear,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_prior,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_return,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_separator,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_out,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_oper,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_clear_and_again,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_crsel_andprops,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_exsel,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_00,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_000,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_thousands_separator,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_decimal_separator,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_currency_unit,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_currency_sub_unit,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_opening_parenthesis,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_closing_parenthesis,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_opening_brace,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_closing_brace,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_tab,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_backspace,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_a,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_b,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_c,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_d,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_e,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_f,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_xor,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_caret,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_percentage,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_less_than_sign,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_greater_than_sign,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_amp,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_amp_amp,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_pipe,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_pipe_pipe,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_colon,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_hashmark,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_space,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_at,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_exclamation_sign,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_memory_store,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_memory_recall,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_memory_clear,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_memory_add,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_memory_subtract,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_memory_multiply,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_memory_divide,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_plus_and_minus,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_clear,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_clear_entry,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_binary,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_octal,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_decimal,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_keypad_hexadecimal,Keyboard send key,UltraStik Left XBox 360 PC.xlsx
kb_left_control,Keyboard modify key,UltraStik Left XBox 360 PC.xlsx
kb_left_shift,Keyboard modify key,UltraStik Left XBox 360 PC.xlsx
kb_left_alt,Keyboard modify key,UltraStik Left XBox 360 PC.xlsx
kb_left_gui,Keyboard modify key (Windows Key),UltraStik Left XBox 360 PC.xlsx
kb_right_control,Keyboard modify key,UltraStik Left XBox 360 PC.xlsx
kb_right_shift,Keyboard modify key,UltraStik Left XBox 360 PC.xlsx
kb_right_alt,Keyboard modify key,UltraStik Left XBox 360 PC.xlsx
kb_right_gui,Keyboard modify key (Windows Key),UltraStik Left XBox 360 PC.xlsx
none,,UltraStik Left XBox 360 PC.xlsx
dpad_N,PS3 D-Pad Button North,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
dpad_NE,PS3 D-Pad Buttons North and East,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
dpad_E,PS3 D-Pad Button East,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
dpad_SE,PS3 D-Pad Buttons South and East,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
dpad_S,PS3 D-Pad Button South,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
dpad_SW,PS3 D-Pad Buttons South and West,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
dpad_W,PS3 D-Pad Button West,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
dpad_NW,PS3 D-Pad Buttons North and West,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
left_joy_left,PS3 Left Joystick Left side,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
left_joy_right,PS3 Left Joystick Right side,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
left_joy_up,PS3 Left Joystick Up,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
left_joy_down,PS3 Left Joystick Down,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
right_joy_left,PS3 Right Joystick Left side,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
right_joy_right,PS3 Right Joystick Right side,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
right_joy_up,PS3 Right Joystick Up,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
right_joy_down,PS3 Right Joystick Down,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
left_1,PS3 Left Button 1,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
left_2,PS3 Left Button 2 (trigger),XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
left_3,PS3 Left Button 3 (Press joystick),XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
right_1,PS3 Right Button 1,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
right_2,PS3 Right Button 2 (trigger),XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
right_3,PS3 Right Button 3 (Press joystick),XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
x,PS3 Button X,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
square,PS3 Button Square,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
triangle,PS3 Button Triangle,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
circle,PS3 Button Circle,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ps3,PS3 Home,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
select,PS3 Select,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
start,PS3 Start,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
acceleration_x_right,PS3 motion sensor to right,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
acceleration_x_left,PS3 motion sensor to left,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
acceleration_y_fore,PS3 motion sensor away from player,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
acceleration_y_aft,PS3 motion sensor towards player,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
acceleration_z_up,PS3 motion sensor up,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
acceleration_z_down,PS3 motion sensor down,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
gyroscope_cw,PS3 gyroscope clockwise,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
gyroscope_ccw,PS3 gyroscope counter clockwise,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
mouse_left,Mouse Left movement,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
mouse_right,Mouse Right movement,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
mouse_up,Mouse Up movement,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
mouse_down,Mouse Down movement,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
mouse_wheel_up,Mouse Wheel Up rotation,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
mouse_wheel_down,Mouse Wheel Down rotation,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
mouse_pan_left,Mouse Pan Left tilt,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
mouse_pan_right,Mouse Pan Right tilt,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
mouse_back,Mouse Button Back,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
mouse_forward,Mouse Button Forward,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
mouse_left_button,Mouse Button Left,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
mouse_right_button,Mouse Button Right,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
mouse_middle_button,Mouse Button Middle,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
digital_out1_on,Digital Out 1 turn on,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
digital_out1_off,Digital Out 1 turn off,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
digital_out1_toggle,Digital Out 1 toggle state,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
digital_out2_on,Digital Out 2 turn on,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
digital_out2_off,Digital Out 2 turn off,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
digital_out2_toggle,Digital Out 2 toggle state,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
brightness_up,LEDs Brighter,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
brightness_down,LEDs Dimmer,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
volume_up,Speaker increase volume,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
volume_down,Speaker decrease volume,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
increment_mode,Change to next profile,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
decrement_mode,Change to previous profile,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_tv_channel_up,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_tv_channel_down,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_tv_volume_up,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_tv_volume_down,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_tv_on_off,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_tv_select_input,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_play,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_stop,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_fast_forward,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_rewind,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_skip_forward,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_skip_back,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_record,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_pause,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_mute,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_guide,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_menu,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_cancel,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_select,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_up,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_down,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_left,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_right,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_aux1,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_aux2,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_aux3,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
ir_aux4,Xmit IR code from command table,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_a,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_b,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_c,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_d,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_e,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_f,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_g,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_h,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_i,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_j,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_k,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_l,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_m,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_n,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_o,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_p,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_q,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_r,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_s,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_t,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_u,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_v,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
kb_w,Keyboard send key,XBox 360 for PC UltraStik with Bluetooth mouse.xlsx
