input_name,description,delay,source_xlsx
usb_1_E_inner,Joystick Inner ring East zone,delay,Matt Victor CODMW.xlsx
usb_1_SE_inner,Joystick Inner ring South East zone,delay,Matt Victor CODMW.xlsx
usb_1_S_inner,Joystick Inner ring South zone,delay,Matt Victor CODMW.xlsx
usb_1_SW_inner,Joystick Inner ring South West zone,delay,Matt Victor CODMW.xlsx
usb_1_W_inner,Joystick Inner ring West zone,delay,Matt Victor CODMW.xlsx
usb_1_NW_inner,Joystick Inner ring North West zone,delay,Matt Victor CODMW.xlsx
usb_2_N,Joystick Outer ring North zone,instant,Matt Victor CODMW.xlsx
usb_2_NE,Joystick Outer ring North East zone,instant,Matt Victor CODMW.xlsx
usb_2_E,Joystick Outer ring East zone,instant,Matt Victor CODMW.xlsx
usb_2_SE,Joystick Outer ring South East zone,instant,Matt Victor CODMW.xlsx
usb_2_S,Joystick Outer ring South zone,instant,Matt Victor CODMW.xlsx
usb_2_SW,Joystick Outer ring South West zone,instant,Matt Victor CODMW.xlsx
usb_2_W,Joystick Outer ring West zone,instant,Matt Victor CODMW.xlsx
usb_2_NW,Joystick Outer ring North West zone,instant,Matt Victor CODMW.xlsx
usb_2_N_inner,Joystick Inner ring North zone,delay,Matt Victor CODMW.xlsx
usb_2_NE_inner,Joystick Inner ring North East zone,delay,Matt Victor CODMW.xlsx
usb_2_E_inner,Joystick Inner ring East zone,delay,Matt Victor CODMW.xlsx
usb_2_SE_inner,Joystick Inner ring South East zone,delay,Matt Victor CODMW.xlsx
usb_2_S_inner,Joystick Inner ring South zone,delay,Matt Victor CODMW.xlsx
usb_2_SW_inner,Joystick Inner ring South West zone,delay,Matt Victor CODMW.xlsx
usb_2_W_inner,Joystick Inner ring West zone,delay,Matt Victor CODMW.xlsx
usb_2_NW_inner,Joystick Inner ring North West zone,delay,Matt Victor CODMW.xlsx
digital_in_1,Input Jack - Tip to Shield,instant,Matt Victor CODMW.xlsx
digital_in_2,Input Jack - Ring to Shield,instant,Matt Victor CODMW.xlsx
digital_in_3,USB-A Data - to Gnd,instant,Matt Victor CODMW.xlsx
digital_in_4,USB-A Data + to Gnd,instant,Matt Victor CODMW.xlsx
digital_in_5,Lip Jack - Ring to Shield,instant,Matt Victor CODMW.xlsx
digital_in_6,Lip Jack - Tip to Shield,instant,Matt Victor CODMW.xlsx
digital_in_7,Output Jack - Ring to Shield (special order),instant,Matt Victor CODMW.xlsx
digital_in_8,Output Jack - Tip to Shield (special order),instant,Matt Victor CODMW.xlsx
push,Push Switch in Joystick,instant,Default PS4 PCPROG.xlsx
center,Joystick Center position,instant,Default PS4 PCPROG.xlsx
mp_left_sip,Mouthpiece Hard Sip Left sip/puff sensor,instant,Default PS4 PCPROG.xlsx
mp_left_puff,Mouthpiece Hard Puff Left sip/puff sensor,instant,Default PS4 PCPROG.xlsx
mp_center_sip,Mouthpiece Hard Sip Center sip/puff sensor,instant,Default PS4 PCPROG.xlsx
mp_center_puff,Mouthpiece Hard Puff Center sip/puff sensor,instant,Default PS4 PCPROG.xlsx
mp_right_sip,Mouthpiece Hard Sip Right sip/puff sensor,instant,Default PS4 PCPROG.xlsx
mp_right_puff,Mouthpiece Hard Puff Right sip/puff sensor,instant,Default PS4 PCPROG.xlsx
mp_left_center_sip,Mouthpiece Hard Sip Left-Center sip/puff sensors,instant,Default PS4 PCPROG.xlsx
mp_left_center_puff,Mouthpiece Hard Puff Left-Center sip/puff sensors,instant,Default PS4 PCPROG.xlsx
mp_right_center_sip,Mouthpiece Hard Sip Right-Center sip/puff sensors,instant,Default PS4 PCPROG.xlsx
mp_right_center_puff,Mouthpiece Hard Puff Right-Center sip/puff sensors,instant,Default PS4 PCPROG.xlsx
mp_left_right_sip,Mouthpiece Hard Sip Left-Right sip/puff sensors,instant,Default PS4 PCPROG.xlsx
mp_left_right_puff,Mouthpiece Hard Puff Left-Right sip/puff sensors,instant,Default PS4 PCPROG.xlsx
mp_triple_sip,Mouthpiece Hard Sip All Three sip/puff sensors,instant,Default PS4 PCPROG.xlsx
mp_triple_puff,Mouthpiece Hard Puff All Three sip/puff sensors,instant,Default PS4 PCPROG.xlsx
mp_left_sip_soft,Mouthpiece Soft Sip Left sip/puff sensor,delay,Default PS4 PCPROG.xlsx
mp_left_puff_soft,Mouthpiece Soft Puff Left sip/puff sensor,delay,Default PS4 PCPROG.xlsx
mp_center_sip_soft,Mouthpiece Soft Sip Center sip/puff sensor,delay,Default PS4 PCPROG.xlsx
mp_center_puff_soft,Mouthpiece Soft Puff Center sip/puff sensor,delay,Default PS4 PCPROG.xlsx
mp_right_sip_soft,Mouthpiece Soft Sip Right sip/puff sensor,delay,Default PS4 PCPROG.xlsx
